gene,class
OSBP2,L3
ZBTB7C,L2
PRR16,L4
TMEM106A,L1
SIVA1,L1
AP3M1,L6
CIB1,L1
ANKS1B,L6
NELFA,L2
SLC24A3,L2
GTF2H5,L6
FLRT2,L3
ADSSL1,L6
MYADML2,L4
FAM43A,L5
INPP5J,L4
SIGIRR,L1
NRBP2,L6
IFITM2,L1
TNFAIP2,L2
WBP5,L6
CDNF,L6
CD24P4,L4
TCN2,L1
TARSL2,L6
SH3BGR,L6
FAM174B,L3
IRF7,L1
AHNAK2,L4
SP1,L6
PDIA2,L6
NDUFA4L2,L1
SHC4,L6
CTD-2287O16.1,L1
POU3F1,L2
ZBTB3,L6
MYBL1,L6
ANKFY1,L6
ADARB2,L6
SRL,L1
C11orf87,L3
CXorf38,L6
PIGP,L6
NAT8L,L3
RP4-592A1.2,L6
IFITM1,L1
LAMP1,L6
KLHDC8B,L2
CALHM1,L4
BICD2,L2
ZNF529,L6
DLEU7,L2
ZBTB6,L6
C2orf76,L6
POLR1D,L4
FFAR4,L2
SOWAHB,L4
KLHL32,L6
BACE1,L6
THBS2,L6
LINC00643,L2
GLDN,L6
ZNF501,L6
ZNF197,L6
RPS23,L1
10-Sep,L6
UBE2H,L6
KATNA1,L6
ARAP1,L6
PDE2A,L2
ZFP91,L6
SPIN4,L6
HYAL3,L4
ZNF397,L6
KANK3,L1
TMEM216,L1
TEAD1,L6
ENTPD5,L6
MITF,L6
RNF220,L6
KIAA1598,L6
GCNT1,L5
SESTD1,L6
FNBP1,L6
BCAM,L1
WDR86,L2
DCC,L4
TAF9B,L6
LHFPL3,L6
CHP1,L3
KCNJ11,L3
GJA4,L1
PTMA,L6
C17orf97,L3
SAMD11,L1
ERC2,L5
RP11-723O4.6,L2
C2orf88,L6
GABRD,L3
TCEA1,L6
SEMA4D,L6
FAM69C,L6
CARD9,L1
EIF4EBP1,L1
SHISA7,L2
CXXC11,L2
TMEM221,L2
WNT7B,L2
C11orf95,L2
TMEM215,L2
COL4A5,L6
COMMD6,L1
GTF2F2,L6
FOCAD,L4
H3F3C,L6
CERKL,L2
WASF4P,L6
SERPINA5,L6
C19orf54,L6
NBR1,L6
NKAIN2,L6
PTAR1,L6
C2orf80,L2
ZDHHC9,L6
SMIM15,L6
FAM221A,L6
TMEM198,L2
FZD9,L2
MTF1,L6
CTD-3014M21.4,L6
GLRA4,L6
RPL14,L1
FAM78B,L3
LRRK2,L3
PTPLAD2,L1
MSANTD1,L2
ZNF292,L6
RELN,L1
APOD,L6
LITAF,L6
ARID2,L6
ANKRD34B,L5
ZNF33A,L6
PCDH18,L2
BTBD8,L6
LIN54,L6
FAM53B,L6
HMGB1,L6
SH2D5,L2
ZNF724P,L6
IL1RAP,L4
PTPRT,L4
SPOCK3,L6
SERPINA3,L6
ZNF250,L4
S100A4,L1
PLEKHG4,L6
C11orf92,L6
KIF19,L6
TMEM63A,L6
HRCT1,L1
EEF1A1P5,L1
LCOR,L6
XPNPEP3,L6
ZNF107,L6
ZNF471,L6
GRM7,L3
ZBTB44,L6
GIMAP5,L1
NLGN3,L6
CD55,L6
ZNF565,L6
NTNG2,L5
ASB13,L3
THEM5,L4
EPHB4,L1
PRTN3,L2
ESRRG,L4
ARL9,L2
PRPF40A,L6
SLC6A9,L6
AFAP1,L2
SPTSSB,L4
MAN2A2,L6
SULF2,L4
MYO6,L6
HDAC2,L6
ZFP62,L6
ERI2,L6
TOMM7,L1
GM2A,L6
TLE1,L2
ZSCAN16,L6
MVB12B,L6
ADA,L6
ARID5A,L1
PPTC7,L4
LAMB3,L4
WDR5B,L6
FAM163B,L4
SERTAD1,L1
GMFB,L6
ZNF420,L6
ZMYM1,L6
DTHD1,L6
SLC6A17,L4
SLC25A29,L2
SRC,L3
ZNF682,L6
SND1,L3
GPR123,L4
FAM110D,L1
SERPINA1,L1
KANK2,L1
C6orf141,L2
SVIL,L1
PELI1,L6
UAP1L1,L6
ADARB1,L3
C5AR1,L1
IPP,L6
OPALIN,L6
MAP3K5,L2
OGDHL,L4
ATG7,L4
SIPA1L1,L2
PIGN,L6
ZNF624,L6
TOPORS,L6
GPX1P1,L1
FAR1,L6
ZNF615,L6
CDC42SE1,L6
MPEG1,L1
DPP4,L6
NMB,L1
FAM114A1,L6
RPE,L6
RPL37A,L1
MAP1LC3C,L2
MCMBP,L6
ZNF181,L6
ADAMTSL2,L4
MYO1C,L1
KIF13B,L6
SLC22A6,L1
ZNF347,L6
PLCG2,L1
S100A6,L1
RPL12,L1
MBP,L6
CLEC9A,L1
KEL,L6
NOL8,L6
MRPL42,L6
RPS4X,L1
ZBTB14,L6
ZNF649,L6
LPAR1,L6
HIBCH,L6
TMEM229B,L3
SOWAHC,L6
MIER1,L6
DDRGK1,L2
HSD17B11,L6
FKBP1C,L2
STYX,L6
TMEM116,L6
CARD11,L5
ZKSCAN8,L6
FAM109A,L3
MT1F,L1
ZNF568,L6
ZNF480,L6
TPM2,L1
TMA16,L6
CTNND1,L3
ZNF536,L6
BAZ1A,L6
MDM4,L6
TTC37,L6
FAN1,L6
EIF1AY,L6
MT-ND6,L1
CEP290,L6
MT-CO2,L1
DLL1,L6
SMOC1,L6
ZNF652,L6
PLXNB3,L6
RPL10A,L1
LRIG2,L6
MT-CO1,L1
PNP,L1
SFT2D1,L6
GRM3,L6
INPP5F,L4
UBE2J1,L6
GJC2,L6
ZNF277,L6
DUSP27,L6
SELT,L6
CES1,L1
FICD,L6
TSEN15,L6
CCDC152,L6
GRK5,L2
PNMA5,L2
SMC5,L6
KIAA1737,L6
MT-CO3,L1
SOWAHA,L2
MFAP3L,L6
NAGA,L1
TGM2,L1
RORB,L4
SGMS1,L6
SAMD5,L5
FAM229B,L6
HIST2H2AA4,L1
ATP1A1OS,L6
SNHG5,L6
PCMTD2,L6
SOX18,L1
HSP90B3P,L6
RUFY2,L6
C10orf128,L6
AC019178.1,L6
COL5A2,L3
TMEM235,L6
RP11-153A23.6,L6
COL15A1,L1
SMIM5,L6
LAYN,L6
CARD16,L1
GNB2L1,L1
TBC1D8,L4
ASPDH,L4
FAM196B,L6
PNMAL2,L4
FAM201A,L6
LRRC10B,L2
CCNI2,L6
C4orf46,L6
LGR4,L6
PSMB10,L1
MT1H,L1
CCDC85C,L2
RP5-1132H15.2,L6
LIN52,L4
DPF3,L6
LYRM5,L6
C17orf107,L4
DENND1C,L1
C5orf51,L6
CYS1,L2
OLIG2,L6
HN1L,L6
MIR219-2,L6
MT-RNR2,L1
GPX3,L3
MT-RNR1,L1
TSN,L6
SLC48A1,L6
TRGJP2,L1
TRDC,L6
TAS2R14,L6
AL161915.1,L6
RPL15P3,L1
AC016747.3,L6
SYT3,L4
SFT2D2,L6
FGFR1OP,L4
CNN2P9,L1
KLHL23,L2
RPS7P8,L1
TRIM59,L6
GIMAP1,L1
IFITM9P,L1
RP11-212P7.1,L1
NRAS,L6
RPL18P11,L1
RP11-331F4.1,L1
RPS7P11,L1
CHUK,L6
ARHGAP19,L6
LCAT,L1
PTPRCAP,L1
ANXA2P1,L1
RPL18AP3,L1
SIPA1,L1
SYNJ2BP,L6
RP11-428P16.2,L6
RBMXL1,L6
RPLP0P6,L1
RP11-112J1.1,L1
RP11-561N12.5,L3
RP11-510I6.2,L1
NCKIPSD,L3
SEC14L1P1,L2
RPS29,L1
RP11-941H19.2,L1
RPL13P2,L1
KCTD11,L6
CSNK1E,L4
HBE1,L5
CTD-2561J22.2,L6
CARKD,L2
GANC,L6
RPS11P7,L1
TSPAN4,L1
AC079776.2,L6
PRCD,L6
PTMAP5,L6
ANKRD36BP1,L6
HAUS3,L6
VSTM5,L4
BBIP1,L6
RCN1P2,L2
RPS19P1,L1
RP11-53I6.1,L1
RP11-355K23B.1,L6
PPIAP29,L6
AC027763.2,L6
IFITM8P,L1
HOMEZ,L6
SCRT2,L3
RP11-764K9.4,L6
TMEM167B,L6
TNFRSF25,L2
ANXA2P3,L1
RP1-152L7.5,L5
RP1-83M4.2,L1
FNIP1,L6
RP11-64P12.8,L6
ASS1P9,L2
AC016739.2,L1
RP11-889L3.1,L1
RP11-296E7.1,L6
RP11-475C16.1,L1
RP4-791C19.1,L6
RP11-2J18.1,L1
AC008060.7,L3
RP3-340B19.2,L1
RP1-265C24.5,L6
FTH1P8,L6
ZSCAN12P1,L6
RP11-40C6.2,L1
TUBB3P1,L4
RP11-69L16.5,L1
RPL35P2,L1
RPS18P9,L1
PLXNA4,L3
C5orf54,L6
HMSD,L6
PPP2R2A,L6
UBA52,L1
TIAF1,L6
RP5-1039K5.16,L6
NEFHP1,L4
RP11-397P13.7,L1
RP11-734K21.1,L1
RP11-467L13.5,L1
ENTPD3-AS1,L6
RPS20P14,L1
RP11-197K6.1,L3
RP11-2F9.3,L1
CTA-407F11.6,L6
RP11-343H5.4,L1
INHBA-AS1,L2
RP4-798A10.4,L1
HOXD-AS1,L6
AL590762.6,L6
LINC00403,L2
C17orf72,L5
LL22NC03-13G6.2,L4
RP11-1033A18.1,L5
AC009517.2,L1
ATXN1L,L6
RP5-884C9.2,L2
RP11-305E17.6,L6
RP11-51O6.1,L1
NEFMP1,L3
AC016735.1,L6
AC006026.9,L6
RP11-314A5.3,L6
AP003039.3,L6
RP11-171A24.3,L4
GCSHP5,L6
LINC00320,L6
PSAT1P4,L6
TMEM233,L6
RPL3P7,L1
DYNC1I2P1,L6
RP11-809C18.3,L6
RPL8P2,L1
AP000350.6,L6
ASS1P11,L3
RP11-262D11.2,L1
ARHGAP23,L6
RP11-196I18.3,L6
RPL35P5,L1
ZNF469,L2
SBDSP1,L6
AL078585.1,L6
RP11-75C9.1,L6
FGD5-AS1,L6
DBH-AS1,L4
RP4-603I14.3,L6
RP1-234P15.4,L6
RP11-395G17.1,L6
AC074289.1,L6
RP4-758J18.7,L6
RP4-706A16.3,L1
AC022431.1,L1
RPL37AP1,L1
RP11-61N20.3,L1
RPL10AP6,L1
AC009336.24,L6
TMEM185B,L6
RP11-478K15.1,L2
RPS7P10,L1
SCDP1,L6
FTLP3,L1
RP11-570G20.1,L1
RP11-142L4.3,L6
LINC00840,L1
RP11-500G22.2,L6
AC068137.13,L1
RP5-1068H6.3,L1
AF196972.4,L4
CENPC1P1,L6
AC107983.4,L1
RP11-742N3.1,L1
PARP1P1,L6
RP11-267C16.1,L6
MTND1P14,L1
RP11-791G16.2,L1
HAUS6P1,L6
TP73-AS1,L6
HPN-AS1,L6
SCAMP4,L6
AC018647.3,L6
RP1-35C21.2,L2
RP11-864N7.2,L1
AP000282.2,L6
SEPT2P1,L6
ASS1P5,L2
LOC124685,L1
TLE1P1,L2
RP11-778D9.4,L1
RP5-1125A11.1,L6
EFCAB14P1,L6
OST4,L1
RP11-339B21.8,L6
C1orf233,L3
CES1P1,L1
DHFR,L6
RP11-159C21.4,L1
RP11-286B14.1,L6
AC006483.5,L1
SEPT7P8,L6
TRAC,L1
HMGN1P37,L1
PNPT1P1,L6
RP11-378J18.6,L1
RP11-12M5.3,L2
LINC00404,L2
AC003986.5,L2
LINC00341,L6
PKP4P1,L6
SEPT7P7,L6
RP4-765A10.1,L1
CTA-929C8.8,L2
RP4-613B23.1,L6
RP4-725G10.3,L1
RP11-632C17__A.1,L1
HSPB1P2,L1
NCAPD2P1,L6
TCEA1P2,L6
RP4-564M11.2,L2
AC021016.7,L1
RPS23P8,L1
RP11-364B14.3,L2
RP11-318C24.1,L1
PSAT1P3,L6
SMARCE1P5,L6
RPS18P12,L1
HHATL-AS1,L6
AC079250.1,L1
RP13-347D8.1,L6
CLIC1P1,L1
AC016700.6,L1
RP11-118B22.3,L6
RP5-827C21.4,L1
RP11-398F12.1,L6
DLX6-AS1,L2
MIR4426,L1
AC019097.7,L6
C18orf42,L2
ANXA2P2,L1
RP5-1007M22.2,L6
AC073479.1,L6
SLC25A6P2,L1
RP11-557H15.4,L6
SC22CB-1E7.1,L1
U73167.7,L6
FTLP2,L1
ZDHHC20P4,L6
AC105053.4,L6
AC093673.5,L5
C21orf37,L6
RPL3P4,L1
RPS11P5,L1
AC097374.5,L1
AC133785.1,L1
GPX1,L1
CRYBG3,L6
RP11-100E13.1,L4
AC011322.1,L3
RP1-269M15.3,L4
LINC00460,L4
RP11-547D24.1,L3
RP11-343B5.1,L1
RP11-342M1.7,L6
AC016691.2,L1
AC007969.5,L1
YEATS2-AS1,L6
RPS28,L1
RP11-336N8.2,L2
AL049757.3,L1
RP11-269F19.4,L1
GPM6BP3,L6
AC092431.1,L6
RP5-942I16.1,L6
TMEM229A,L6
AC078994.2,L1
RP4-771M4.3,L6
MAGI2-AS3,L6
RP11-263C16.2,L1
AL450992.2,L4
RP4-753D10.3,L2
RP11-442A13.1,L1
EEF1GP5,L1
FTH1P2,L6
RP11-3L10.3,L1
RP11-140A10.3,L6
RP11-329A14.1,L6
RPL39P3,L1
TMSB10P2,L5
AC010240.2,L1
SMIM2-IT1,L2
FAUP1,L1
RP11-332O19.5,L6
RP11-678B3.2,L6
RP4-756G23.5,L6
RP11-395P16.1,L1
ANKRD34C,L4
BRD7P5,L6
LINC00263,L6
CPB2-AS1,L6
HSPB1P1,L1
RPL18AP15,L1
TRHDE-AS1,L4
AC005220.3,L6
RP11-125B21.2,L2
RP11-175B9.3,L1
RP11-732M18.3,L6
RPL13AP5,L1
RP11-396M11.1,L1
S100A11P2,L1
PITPNA-AS1,L6
CCDC163P,L1
AC087393.1,L1
AC018737.1,L6
C5orf27,L6
MIR600HG,L4
AC105399.2,L1
RP11-32B5.1,L6
B3GNT9,L6
RP5-866L20.2,L6
CYP46A4P,L2
RP11-12M9.3,L1
ASS1P12,L2
RPL9P9,L1
RP11-415A20.1,L1
S100A11P1,L1
AC138972.1,L1
RP11-459A10.1,L1
RP11-624M8.1,L6
RP1-192P9.1,L6
RPL18AP16,L1
RP6-24A23.3,L6
RP11-469E19.1,L6
PRKCQ-AS1,L6
LINC00844,L6
RPL35P1,L1
RP4-719C8.1,L6
RP11-472B18.2,L6
CRIP1P2,L1
GS1-309P15.4,L6
GATSL3,L1
RNF103,L6
GATS,L6
RPL37P2,L1
CTA-242H14.1,L1
RP4-800G7.1,L1
RP11-51L5.2,L1
RP11-446H18.5,L6
C1orf226,L6
RP11-71N10.1,L6
RP11-393B14.1,L2
RP11-587D21.1,L1
SMKR1,L2
RPS2P5,L1
RP11-36C20.1,L1
RPS19P3,L1
SETP14,L6
AQP1,L6
RP11-832N8.1,L1
RP11-521D12.1,L6
RP11-25I15.1,L1
TMEM189,L6
RP11-313M3.1,L1
SEPT7P6,L6
RP11-488C13.1,L1
RP4-630C24.3,L6
RP11-14K2.1,L1
USP27X,L4
RP11-259P15.4,L6
RPL7AP6,L1
RPL11P5,L1
RP11-299L17.1,L1
RP11-234A1.1,L1
RP11-428G5.2,L1
CTD-2086L14.1,L1
PCDHGC4,L2
DECR2,L2
RP11-302F12.1,L1
RP11-601I15.1,L1
CNTF,L6
RGAG4,L3
SOX2-OT,L6
RP11-285F7.2,L6
RPS11P6,L6
KCTD7,L6
PALM2,L6
RPL37P23,L1
RP11-446H18.3,L6
RPLP0P2,L6
CTC-232H10.1,L1
RP11-390K5.1,L1
RN7SL832P,L6
CTB-33G10.1,L1
RP11-600F24.1,L1
MT1HL1,L1
RPL5P24,L1
RP11-404G16.2,L6
RP11-3N2.1,L6
RP11-114H7.1,L1
RP11-120B7.1,L1
DBNDD2,L6
RP11-466H18.1,L1
RPL18P13,L1
CCDC13,L2
ASPRV1,L6
RP5-894A10.2,L6
HBB,L1
N4BP2L2,L6
LINC00847,L6
RP11-286E11.1,L6
CTD-2037K23.2,L6
BDNF-AS,L6
H2AFJ,L6
CTD-2514K5.2,L6
RP11-296I10.3,L6
RP11-629G13.1,L6
PCED1B-AS1,L1
AC005329.7,L6
RP11-158J3.2,L2
CTD-2536I1.1,L2
RP11-521C20.4,L6
RP11-206P5.2,L1
CTC-419K13.1,L2
RP11-87E22.2,L2
HHIP-AS1,L6
CTNNAP1,L6
PCDHA11,L4
AC010127.4,L3
RP11-267A15.1,L1
AC006160.4,L1
CTD-2195M15.1,L6
SRD5A3-AS1,L6
ECSCR,L1
RP11-352E6.2,L1
HS3ST5,L6
CTC-329H14.1,L1
RP11-454P21.1,L6
RP11-6E9.4,L1
TMEM158,L2
CTD-2195M18.1,L5
RP11-553P9.1,L1
RP11-381K20.2,L6
RP11-143A12.3,L6
RP11-9G1.3,L6
KIAA1456,L4
CTD-2269F5.1,L4
RP11-325I22.2,L2
SEPP1,L6
RP11-69I13.1,L2
SHANK3,L2
RTN3P1,L4
ALDH7A1P1,L6
CTC-459I6.1,L2
MALAT1,L1
PCDHA12,L4
CTC-458I2.2,L6
LINC00599,L2
TMEM200B,L3
RP11-468O2.1,L6
PCDHGA5,L2
SEPT10P1,L6
KB-1980E6.3,L2
ZFHX4-AS1,L6
TAGLN2P1,L1
RP11-579E24.2,L2
UTP14C,L6
PSAT1P1,L6
RP11-1415C14.3,L6
RP11-431D12.1,L2
RP11-946L20.2,L6
CTB-113P19.3,L6
ZNF260,L6
MAP2K1P1,L5
CTD-2345M20.2,L1
RP11-760H22.2,L6
RCC2P6,L3
SLC25A1P1,L6
FNTAL1,L6
RP11-867G23.10,L4
AF186192.1,L6
CTD-2560E9.3,L2
FPGT,L6
RP11-163O19.1,L6
RP11-466P24.2,L6
RP11-820L6.1,L6
CTD-2562J17.4,L2
RP11-166D19.1,L2
RP11-315O6.1,L6
RP11-37O16.3,L1
RP11-382M14.1,L2
RP11-23F23.3,L6
AC022182.2,L6
POLR2M,L6
PXN-AS1,L6
MT1JP,L1
MTRNR2L10,L1
LINC00507,L2
MTRNR2L3,L1
RP11-283I3.2,L6
ZNF350,L6
ZNF253,L6
HP,L1
KIAA1147,L6
LSM14A,L6
ZNF271,L6
RP11-1060G2.1,L6
RP11-983P16.4,L6
LINC00609,L6
RP11-804F13.2,L6
FNBP1P1,L6
RP11-597A11.3,L4
EEF1A1P17,L1
CHURC1,L6
RP11-116N8.1,L6
FAM181A-AS1,L2
RP11-537P22.1,L6
RP11-112J1.3,L6
RP11-73E17.2,L6
RAP1AP,L6
LINC00639,L6
CTD-2017C7.2,L6
SMIM6,L6
RP11-305B6.1,L6
CTD-2240H23.2,L6
RP11-293M10.6,L3
CTD-2184D3.6,L4
RP11-752G15.3,L6
EEF1A1P22,L1
HSP90B2P,L6
ANP32BP1,L6
RP11-5N23.3,L6
LA16c-380A1.1,L2
RP11-467L24.1,L6
RP11-46C24.7,L6
CTA-204B4.2,L6
RP1-39G22.7,L6
RP11-553L6.5,L6
CTD-2022H16.3,L6
RP11-143K11.1,L5
RP11-304L19.5,L1
RP11-395B7.7,L6
RP3-406A7.7,L6
RP5-912I13.1,L3
RP11-541N10.3,L3
RP4-561L24.3,L4
CTD-2576F9.1,L1
MT1L,L1
RP11-1166P10.1,L6
RP11-1299A16.3,L6
AC004158.3,L6
ARHGAP23P1,L6
RP11-298D21.1,L6
RP11-196G11.2,L6
CCPG1,L6
CTD-2319I12.1,L1
RP11-819C21.1,L6
TMEM178B,L3
RP11-13L2.4,L5
RP11-317P15.5,L2
CTD-2380F24.1,L6
RP11-389G6.3,L2
CTD-2049O4.1,L6
RP11-698N11.4,L4
RP11-378I6.1,L5
RP11-509E16.1,L2
RP11-244O19.1,L3
RP11-923I11.6,L2
RP11-353B9.1,L2
RP11-401P9.4,L6
RP11-283I3.6,L6
RP11-340F14.5,L6
RP11-104O19.2,L6
CTD-2561B21.10,L2
RP11-1055B8.3,L6
DOC2B,L2
CTD-3195I5.1,L6
CTD-2561B21.11,L2
AF001548.5,L6
RP11-160O5.1,L1
RP11-326K13.4,L2
RP11-214C8.5,L6
RP11-283C24.1,L6
RP11-231E4.4,L6
LINC00526,L6
RP11-567L7.6,L2
RP11-713C5.1,L5
RP11-846F4.1,L1
SH3GL1P1,L2
CTD-3064H18.1,L6
LRRC37A16P,L6
AC011526.1,L1
PTP4A2P1,L6
CTD-2623N2.11,L6
KCNJ2-AS1,L6
CTC-503J8.6,L2
CTD-3064H18.6,L6
MIR497HG,L1
RP11-229E13.2,L6
AC138430.4,L3
RP11-115K3.2,L2
CTB-52I2.4,L3
SMIM17,L4
EEF1A1P7,L1
CTD-2545M3.8,L6
MTRNR2L12,L1
FBXO17,L2
CTC-429C10.4,L1
ITGB1P1,L6
U62631.5,L6
RP11-145M9.4,L6
RP11-73M18.8,L6
CTC-203F4.2,L6
CTC-487M23.5,L6
AC004152.6,L2
RP5-935K16.1,L6
RP5-894A10.6,L6
RP13-36G14.4,L6
RP11-475J5.4,L1
RP11-475J5.11,L1
RP11-475J5.8,L1
CAHM,L6
RP11-105N14.1,L6
GS1-531I17.2,L6
RP11-599B13.8,L1
RP11-697H9.5,L4
RP11-379H18.1,L6
SRXN1,L4
RP11-710C12.1,L6
