gene,class
BLOC1S5-TXNDC5,SZ
BLOC1S6,SZ
BLVRB,SZ
BMP1,SZ
BMP6,SZ
BMPR1B,SZ
BMS1,SZ
BNIP3L,SZ
BORCS7,SZ
BORCS7-ASMT,SZ
BPIFA2,SZ
BRAP,SZ
BRCA1,SZ
BRCA2,SZ
BRD1,SZ
BRD3,SZ
BRD4,SZ
BRINP1,SZ
BRS3,SZ
BSG,SZ
BSN,SZ
BTBD9,SZ
BTC,SZ
BTG1,SZ
BTN1A1,SZ
BTN2A1,SZ
BTN2A2,SZ
BTN3A1,SZ
BTN3A2,SZ
BTNL2,SZ
BUB1B-PAK6,SZ
C10orf90,SZ
C11orf21,SZ
C11orf65,SZ
C12orf42,SZ
C12orf65,SZ
C1orf167,SZ
C1orf167-AS1,SZ
C1QA,SZ
C1QB,SZ
C1QTNF3,SZ
C1QTNF3-AMACR,SZ
C2,SZ
C21orf62,SZ
C2-AS1,SZ
C3,SZ
C3orf38,SZ
C3orf49,SZ
C4A,SZ
C4B,SZ
C4B_2,SZ
C4BPA,SZ
C4BPB,SZ
C5,SZ
C6orf15,SZ
C9orf72,SZ
CA2,SZ
CABIN1,SZ
CABLES1,SZ
CABP1,SZ
CABP5,SZ
CACHD1,SZ
CACNA1A,SZ
CACNA1B,SZ
CACNA1C,SZ
CACNA1D,SZ
CACNA1F,SZ
CACNA1I,SZ
CACNA1S,SZ
CACNA2D3,SZ
CACNB2,SZ
CACNB4,SZ
CACNG2,SZ
CACNG4,SZ
CACNG5,SZ
CACNG6,SZ
CACNG8,SZ
CADM2,SZ
CADM3,SZ
CADM3-AS1,SZ
CADPS2,SZ
CALB1,SZ
CALB2,SZ
CALHM1,SZ
CALM1,SZ
CALM2,SZ
CALM3,SZ
CALN1,SZ
CALR,SZ
CALY,SZ
CAMK1D,SZ
CAMK2A,SZ
CAMK2B,SZ
CAMKK2,SZ
CAMKMT,SZ
CAMP,SZ
CAPN10,SZ
CARF,SZ
CARMIL1,SZ
CARTPT,SZ
CASC15,SZ
CASP1,SZ
CASP3,SZ
CASP4,SZ
CAT,SZ
CAV1,SZ
CAV3,SZ
CBLIF,SZ
CBS,SZ
CBSL,SZ
CCDC102B,SZ
CCDC122,SZ
CCDC137,SZ
CCDC162P,SZ
CCDC170,SZ
CCDC175,SZ
CCDC192,SZ
CCDC25,SZ
CCDC39,SZ
CCDC60,SZ
CCDC68,SZ
CCDC86,SZ
CCDC88C,SZ
CCHCR1,SZ
CCK,SZ
CCKAR,SZ
CCKBR,SZ
CCL11,SZ
CCL17,SZ
CCL2,SZ
CCL21,SZ
CCL22,SZ
CCL4,SZ
CCL4L1,SZ
CCL4L2,SZ
CCN6,SZ
CCNA2,SZ
CCND1,SZ
CCND2,SZ
CCNH,SZ
CCR2,SZ
CCR5,SZ
CCRL2,SZ
CCT3,SZ
CCT6A,SZ
CD14,SZ
CD160,SZ
CD163,SZ
CD19,SZ
CD28,SZ
CD2AP,SZ
CD36,SZ
CD38,SZ
CD4,SZ
CD40,SZ
CD46,SZ
CD48,SZ
CD59,SZ
CD68,SZ
CD79A,SZ
CD8B,SZ
CD9,SZ
CD99,SZ
CDA,SZ
CDC25C,SZ
CDC42,SZ
CDC42-AS1,SZ
CDC42BPA,SZ
CDC42EP3,SZ
CDC42EP4,SZ
CDC42SE1,SZ
CDC42SE2,SZ
CDC45,SZ
CDCA3,SZ
CDCA5,SZ
CDH11,SZ
CDH13,SZ
CDH15,SZ
CDH20,SZ
CDH23,SZ
CDK16,SZ
CDK2AP2,SZ
CDK4,SZ
CDK5,SZ
CDK5R1,SZ
CDK9,SZ
CDKN1A,SZ
CDKN1C,SZ
CDKN2A,SZ
CDNF,SZ
CEACAM21,SZ
CECR,SZ
CELF2,SZ
CELSR1,SZ
CENPM,SZ
CEP295NL,SZ
CEP41,SZ
CEP78,SZ
CERNA3,SZ
CES2,SZ
CETN1,SZ
CFAP65,SZ
CFB,SZ
CFC1,SZ
CFH,SZ
CFL1,SZ
CFP,SZ
CGA,SZ
CGNL1,SZ
CHAT,SZ
CHD4,SZ
CHD8,SZ
CHDH,SZ
CHEK1,SZ
CHGA,SZ
CHGB,SZ
CHI3L1,SZ
CHL1,SZ
CHP1,SZ
CHPT1,SZ
CHRFAM7A,SZ
CHRM1,SZ
CHRM2,SZ
CHRM3,SZ
CHRM4,SZ
CHRM5,SZ
CHRNA1,SZ
CHRNA2,SZ
CHRNA3,SZ
CHRNA4,SZ
CHRNA5,SZ
CHRNA7,SZ
CHRNB2,SZ
CHST10,SZ
CHST11,SZ
CHST3,SZ
CHST9,SZ
CHURC1,SZ
CIB2,SZ
CIT,SZ
CKB,SZ
CKLF,SZ
CKLF-CMTM1,SZ
CLAM,SZ
CLCN3,SZ
CLDN1,SZ
CLDN11,SZ
CLDN12,SZ
CLDN5,SZ
CLEC10A,SZ
CLEC4D,SZ
CLINT1,SZ
CLK2P1,SZ
CLOCK,SZ
CLRN1,SZ
CLSTN3,SZ
CLTB,SZ
CLU,SZ
CLVS1,SZ
CLVS2,SZ
CMAHP,SZ
CMTM1,SZ
CMYA5,SZ
CNBP,SZ
CNIH3,SZ
CNNM2,SZ
CNNM3,SZ
CNOT1,SZ
CNP,SZ
CNPPD1,SZ
CNR1,SZ
CNR2,SZ
CNRIP1,SZ
CNTF,SZ
CNTN2,SZ
CNTN4,SZ
CNTN5,SZ
CNTN6,SZ
CNTNAP2,SZ
CNTNAP3,SZ
CNTNAP5,SZ
COA8,SZ
COL2A1,SZ
COL3A1,SZ
COL9A3,SZ
COMETT,SZ
COMMD10,SZ
COMT,SZ
COMTD1,SZ
COPE,SZ
COQ10B,SZ
CORO7,SZ
CORO7-PAM16,SZ
CORT,SZ
COX1,SZ
COX11P1,SZ
COX2,SZ
COX5A,SZ
COX8A,SZ
CP,SZ
CPEB1,SZ
CPLX1,SZ
CPLX2,SZ
CPNE1,SZ
CPOX,SZ
CPS1,SZ
CREB1,SZ
CREBBP,SZ
CREM,SZ
CRH,SZ
CRHBP,SZ
CRHR2,SZ
CRIP1,SZ
CRIP2,SZ
CRK,SZ
CRLS1,SZ
CRMP1,SZ
CRP,SZ
CRY1,SZ
CRY2,SZ
CRYBB1,SZ
CRYBB2,SZ
CRYGD,SZ
CRYM,SZ
CRYZ,SZ
CSF2,SZ
CSF2RA,SZ
CSF2RB,SZ
CSMD1,SZ
CSMD2,SZ
CSNK1D,SZ
CSNK1E,SZ
CSNK2A1,SZ
CSNK2B,SZ
CSPG4,SZ
CSPG5,SZ
CST3,SZ
CST9,SZ
CTCF,SZ
CTIF,SZ
CTLA4,SZ
CTNNA2,SZ
CTNNA3,SZ
CTNNB1,SZ
CTNNBL1,SZ
CTNND2,SZ
CTRL,SZ
CTSC,SZ
CTSK,SZ
CTXN3,SZ
CUL3,SZ
CUX1,SZ
CUX2,SZ
CWC22,SZ
CX3CR1,SZ
CXCL1,SZ
CXCL10,SZ
CXCL12,SZ
CXCL16,SZ
CXCL17,SZ
CXCL8,SZ
CXCR4,SZ
CXCR6,SZ
CXXC4-AS1,SZ
CYB561D1,SZ
CYFIP1,SZ
CYFIP2,SZ
CYHR1,SZ
CYP19A1,SZ
CYP1A2,SZ
CYP21A2,SZ
CYP26B1,SZ
CYP26C1,SZ
CYP2B6,SZ
CYP2C19,SZ
CYP2C9,SZ
CYP2D6,SZ
CYP2D7,SZ
CYP2E1,SZ
CYP3A4,SZ
CYP3A43,SZ
CYP3A5,SZ
CYP4F3,SZ
CYTH4,SZ
DAAM2,SZ
DAB1,SZ
DAGLA,SZ
DAO,SZ
DAOA,SZ
DAOA-AS1,SZ
DAP,SZ
DAXX,SZ
DAZAP1,SZ
DBH,SZ
DBH-AS1,SZ
DBI,SZ
DBN1,SZ
DCAF1,SZ
DCC,SZ
DCDC2,SZ
DCLK1,SZ
DCR,SZ
DCX,SZ
DDC,SZ
DDN,SZ
DDO,SZ
DDR1,SZ
DDTL,SZ
DECR1,SZ
DEGS2,SZ
DEK,SZ
DEL22Q11.2,SZ
DELE1,SZ
DENND4A,SZ
DENND5B,SZ
DENND6B,SZ
DES,SZ
DESI1,SZ
DFNB47,SZ
DGCR,SZ
DGCR2,SZ
DGCR6,SZ
DGCR8,SZ
DGKH,SZ
DGKI,SZ
DGKZ,SZ
DHDDS,SZ
DHFR,SZ
DHH,SZ
DHX9,SZ
DIAPH2,SZ
DICER1,SZ
DIO3,SZ
DIP,SZ
DISC1,SZ
DISC1-IT1,SZ
DISC2,SZ
DIXDC1,SZ
DKK1,SZ
DKK3,SZ
DKK4,SZ
DLC1,SZ
DLD,SZ
DLEU2,SZ
DLG1,SZ
DLG2,SZ
DLG2-AS1,SZ
DLG3,SZ
DLG4,SZ
DLGAP1,SZ
DLGAP2,SZ
DLGAP3,SZ
DLK1,SZ
DLL1,SZ
DLL4,SZ
DLX1,SZ
DM1-AS,SZ
DMD,SZ
DMRTA2,SZ
DMTF1,SZ
DNAH1,SZ
DNAH9,SZ
DNAJA3,SZ
DNAJB1,SZ
DNAJB14,SZ
DNAJB4,SZ
DNAJC13,SZ
DNAJC5,SZ
DNAJC6,SZ
DNALI1,SZ
DNASE1,SZ
DNASE1L1,SZ
DNASE1L3,SZ
DNM1,SZ
DNMT1,SZ
DNMT3A,SZ
DNMT3B,SZ
DNMT3L,SZ
DNTT,SZ
DOCK1,SZ
DOCK4,SZ
DOP1A,SZ
DPYD,SZ
DPYS,SZ
DPYSL2,SZ
DR1,SZ
DRD1,SZ
DRD2,SZ
DRD3,SZ
DRD4,SZ
DRD5,SZ
DRG1,SZ
DROSHA,SZ
DRP2,SZ
DSC1,SZ
DSCAS,SZ
DSG4,SZ
DST,SZ
DTNB,SZ
DTNBP1,SZ
DUSP2,SZ
DUSP6,SZ
DYM,SZ
EBI3,SZ
EBP,SZ
EBPL,SZ
ECT,SZ
EDA,SZ
EDEM2,SZ
EDNRA,SZ
EEPD1,SZ
EFCAB11,SZ
EFHD2,SZ
EFNA5,SZ
EFNB2,SZ
EFR3B,SZ
EGF,SZ
EGFR,SZ
EGR1,SZ
EGR2,SZ
EGR3,SZ
EGR4,SZ
EHD1,SZ
EHMT1,SZ
EHMT2,SZ
EIF2AK1,SZ
EIF2AK4,SZ
EIF2D,SZ
EIF2S1,SZ
EIF2S2,SZ
EIF2S3,SZ
EIF3F,SZ
EIF4A2,SZ
EIF4ENIF1,SZ
EIF4G1,SZ
EIF5,SZ
ELANE,SZ
ELAVL2,SZ
ELAVL4,SZ
ELK3,SZ
ELOVL5,SZ
ELOVL6,SZ
ELP4,SZ
EML5,SZ
EMX1,SZ
EMX2,SZ
EN1,SZ
EN2,SZ
ENDOU,SZ
ENDOV,SZ
ENO2,SZ
ENPP7P7,SZ
ENTPD4,SZ
EP300,SZ
EP300-AS1,SZ
EPB41L1,SZ
EPB41L3,SZ
EPC2,SZ
EPHA5,SZ
EPHB1,SZ
EPHB2,SZ
EPHB4,SZ
EPHX2,SZ
EPM2A,SZ
EPN2,SZ
EPO,SZ
ERBB2,SZ
ERBB3,SZ
ERBB4,SZ
ERCC5,SZ
ERCC8,SZ
ERDA1,SZ
ERG,SZ
ERLIN1,SZ
ERMN,SZ
ERVK-18,SZ
ERVK-20,SZ
ERVK-32,SZ
ERVK-8,SZ
ERVW-1,SZ
ERVW-4,SZ
ESAM,SZ
ESD,SZ
ESR1,SZ
ESR2,SZ
ESRRA,SZ
ESS2,SZ
ESYT2,SZ
ETF1,SZ
ETFA,SZ
ETNPPL,SZ
EXOC4,SZ
EXOSC6,SZ
EXT1,SZ
EYS,SZ
EZH1,SZ
EZH2,SZ
F10,SZ
F11R,SZ
F2,SZ
F2R,SZ
F2RL3,SZ
F5,SZ
FAAH,SZ
FABP3,SZ
FABP4,SZ
FABP5,SZ
FABP7,SZ
FADS1,SZ
FADS2,SZ
FAHD1,SZ
FAM177A1,SZ
FAM178B,SZ
FAM184A,SZ
FAM20C,SZ
FAM3D,SZ
FAM53C,SZ
FAM86B3P,SZ
FAN1,SZ
FANCL,SZ
FARP1,SZ
FARSA,SZ
FAS,SZ
FAS-AS1,SZ
FASTKD3,SZ
FASTKD5,SZ
FAT1,SZ
FAT3,SZ
FBH1,SZ
FBN1,SZ
FBP1,SZ
FBXL21P,SZ
FBXO28,SZ
FBXO45,SZ
FCGR2A,SZ
FCN2,SZ
FER1L6,SZ
FER1L6-AS2,SZ
FES,SZ
FEZ1,SZ
FEZF1,SZ
FGA,SZ
FGF10,SZ
FGF14,SZ
FGF2,SZ
FGF21,SZ
FGF9,SZ
FGFR1,SZ
FGFR2,SZ
FGFR3,SZ
FH,SZ
FHIT,SZ
FHL5,SZ
FKBP4,SZ
FKBP5,SZ
FLI1,SZ
FLNB,SZ
FLOT1,SZ
FLT1,SZ
FMR1,SZ
FMR1-IT1,SZ
FN1,SZ
FOLH1,SZ
FOS,SZ
FOSB,SZ
FOXG1,SZ
FOXN3,SZ
FOXO3,SZ
FOXO6,SZ
FOXP1,SZ
FOXP2,SZ
FRA6F,SZ
FRA7G,SZ
FRAXA,SZ
FRMPD1,SZ
FRMPD4,SZ
FSIP1,SZ
FSTL1,SZ
FTCDNL1,SZ
FTO,SZ
FUBP1,SZ
FUCA2,SZ
FURIN,SZ
FUT11,SZ
FUT8,SZ
FXN,SZ
FXR1,SZ
FXYD1,SZ
FXYD6,SZ
FXYD6-FXYD2,SZ
FYN,SZ
FZD1,SZ
FZD3,SZ
FZD4,SZ
FZD5,SZ
FZD7,SZ
G6PD,SZ
GABARAP,SZ
GABBR1,SZ
GABBR2,SZ
GABPA,SZ
GABRA1,SZ
GABRA4,SZ
GABRA5,SZ
GABRA6,SZ
GABRB1,SZ
GABRB2,SZ
GABRB3,SZ
GABRD,SZ
GABRG1,SZ
GABRG2,SZ
GABRQ,SZ
GABRR1,SZ
GABRR3,SZ
GAD1,SZ
GAD2,SZ
GALC,SZ
GALK1,SZ
GALNT10,SZ
GALNT2,SZ
GALNTL6,SZ
GAP43,SZ
GAPDH,SZ
GART,SZ
GAS2L1,SZ
GAS5,SZ
GAS7,SZ
GATAD2A,SZ
GBA,SZ
GBP1,SZ
GC,SZ
GCH1,SZ
GCHFR,SZ
GCLC,SZ
GCLM,SZ
GCSH,SZ
GDF15,SZ
GDNF,SZ
GEMIN4,SZ
GFAP,SZ
GFRA1,SZ
GFRA2,SZ
GFRA3,SZ
GGCT,SZ
GGNBP1,SZ
GGTA1P,SZ
GH1,SZ
GHR,SZ
GHRH,SZ
GHRL,SZ
GID4,SZ
GIGYF1,SZ
GIGYF2,SZ
GINGF2,SZ
GIPC2,SZ
GIPR,SZ
GIT1,SZ
GJA5,SZ
GJA8,SZ
GJD2,SZ
GLDC,SZ
GLIS3,SZ
GLO1,SZ
GLP1R,SZ
GLRA2,SZ
GLS,SZ
GLS2,SZ
GLT8D1,SZ
GLUD1,SZ
GLUD2,SZ
GLUL,SZ
GLYCTK,SZ
GMFB,SZ
GNA13,SZ
GNAL,SZ
GNAO1,SZ
GNAQ,SZ
GNAS,SZ
GNB1,SZ
GNB1L,SZ
GNB3,SZ
GNG7,SZ
GNL3,SZ
GNMT,SZ
GNPAT,SZ
GOLGA6A,SZ
GOLGA8A,SZ
GOLPH3L,SZ
GOSR1,SZ
GOT2,SZ
GP1BB,SZ
GPC1,SZ
GPC6,SZ
GPHN,SZ
GPM6A,SZ
GPR151,SZ
GPR153,SZ
GPR166P,SZ
GPR17,SZ
GPR42,SZ
GPR50,SZ
GPR52,SZ
GPR78,SZ
GPR85,SZ
GPR88,SZ
GPRC5C,SZ
GPRC5D,SZ
GPRC6A,SZ
GPRIN2,SZ
GPS1,SZ
GPT,SZ
GPX1,SZ
GRAMD1B,SZ
GRAP2,SZ
GRB10,SZ
GRB2,SZ
GRHL3,SZ
GRIA1,SZ
GRIA2,SZ
GRIA3,SZ
GRIA4,SZ
GRID1,SZ
GRIK1,SZ
GRIK1-AS2,SZ
GRIK2,SZ
GRIK3,SZ
GRIK4,SZ
GRIK5,SZ
GRIN1,SZ
GRIN2A,SZ
GRIN2B,SZ
GRIN2C,SZ
GRIN2D,SZ
GRIN3A,SZ
GRIN3B,SZ
GRIP1,SZ
GRK3,SZ
GRK6,SZ
GRM1,SZ
GRM2,SZ
GRM3,SZ
GRM3-AS1,SZ
GRM4,SZ
GRM5,SZ
GRM5-AS1,SZ
GRM7,SZ
GRM8,SZ
GRN,SZ
GRP,SZ
GRTP1,SZ
GSDME,SZ
GSK3A,SZ
GSK3B,SZ
GSN,SZ
GSPT1,SZ
GSS,SZ
GSTA1,SZ
GSTK1,SZ
GSTM1,SZ
GSTM2,SZ
GSTO1,SZ
GSTP1,SZ
GSTT1,SZ
GSTT2,SZ
GSTT2B,SZ
GTDC1,SZ
GTF2IP7,SZ
GTF3A,SZ
GUK1,SZ
GULOP,SZ
GUSB,SZ
GUSBP2,SZ
GYPC,SZ
H1-12P,SZ
H1-4,SZ
H1-5,SZ
H2AC10P,SZ
H2AC14,SZ
H2AC15,SZ
H2AC6,SZ
H2AX,SZ
H2AZ1,SZ
H2AZ1-DT,SZ
H2BC10,SZ
H2BC11,SZ
H2BC14,SZ
H2BC15,SZ
H2BC21,SZ
H2BC5,SZ
H2BP5,SZ
H2BS1,SZ
H3-3A,SZ
H3-3B,SZ
H3C4,SZ
H3C6,SZ
H3C8,SZ
H3P16,SZ
H3P19,SZ
H3P24,SZ
H3P40,SZ
H3P8,SZ
H4-16,SZ
H4C1,SZ
H4C11,SZ
H4C12,SZ
H4C13,SZ
H4C14,SZ
H4C15,SZ
H4C2,SZ
H4C3,SZ
H4C4,SZ
H4C5,SZ
H4C6,SZ
H4C8,SZ
H4C9,SZ
HABP2,SZ
HAGH,SZ
HAL,SZ
HAPLN2,SZ
HAPLN3,SZ
HAPLN4,SZ
HARS1,SZ
HAT1,SZ
HCAR2,SZ
HCAR3,SZ
HCFC1,SZ
HCG20,SZ
HCG21,SZ
HCG26,SZ
HCG4B,SZ
HCG9,SZ
HCL2,SZ
HCN1,SZ
HCP5,SZ
HCRT,SZ
HCRTR1,SZ
HDAC1,SZ
HDAC11,SZ
HDAC2,SZ
HDAC2-AS2,SZ
HDAC3,SZ
HDAC4,SZ
HDAC5,SZ
HDAC9,SZ
HECW2,SZ
HEG1,SZ
HERC2,SZ
HFE,SZ
HHAT,SZ
HHEX,SZ
HIF1A,SZ
HINT1,SZ
HIP1R,SZ
HIRA,SZ
HIVEP2,SZ
HK1,SZ
HK2,SZ
HLA-A,SZ
HLA-B,SZ
HLA-C,SZ
HLA-DMA,SZ
HLA-DMB,SZ
HLA-DOB,SZ
HLA-DPB1,SZ
HLA-DQA1,SZ
HLA-DQA2,SZ
HLA-DQB1,SZ
HLA-DQB2,SZ
HLA-DRA,SZ
HLA-DRB1,SZ
HLA-DRB2,SZ
HLA-DRB3,SZ
HLA-DRB5,SZ
HLA-DRB6,SZ
HLA-DRB9,SZ
HLA-E,SZ
HLA-G,SZ
HLA-J,SZ
HMBS,SZ
HMGA1,SZ
HMOX1,SZ
HNF1B,SZ
HNMT,SZ
HNRNPA0,SZ
HNRNPA3,SZ
HNRNPA3P1,SZ
HNRNPC,SZ
HNRNPD,SZ
HNRNPDL,SZ
HNRNPK,SZ
HNRNPU,SZ
HOMER1,SZ
HOMER2,SZ
HOOK1,SZ
HP,SZ
HP1BP3,SZ
HPD,SZ
HPGDS,SZ
HPS1,SZ
HPS4,SZ
HRH1,SZ
HRH2,SZ
HRH3,SZ
HRH4,SZ
HS3ST5,SZ
HS6ST1,SZ
HSD11B2,SZ
HSD17B10,SZ
HSD17B12,SZ
HSP90AA1,SZ
HSP90AB4P,SZ
HSPA12A,SZ
HSPA1A,SZ
HSPA1B,SZ
HSPA1L,SZ
HSPA4,SZ
HSPA5,SZ
HSPA8,SZ
HSPA9,SZ
HSPD1,SZ
HSPE1-MOB4,SZ
HSPG2,SZ
HTC2,SZ
HTR1A,SZ
HTR1B,SZ
HTR1D,SZ
HTR1F,SZ
HTR2A,SZ
HTR2C,SZ
HTR3A,SZ
HTR3B,SZ
HTR3D,SZ
HTR3E,SZ
HTR3E-AS1,SZ
HTR4,SZ
HTR5A,SZ
HTR5A-AS1,SZ
HTR6,SZ
HTR7,SZ
HTT,SZ
HYKK,SZ
IARS1,SZ
ICAM1,SZ
ICAM3,SZ
IDE,SZ
IFITM3,SZ
IFNB1,SZ
IFNG,SZ
IFNG-AS1,SZ
IFNGR2,SZ
IFNL3,SZ
IFT74,SZ
IGF1,SZ
IGF2,SZ
IGF2BP2,SZ
IGFALS,SZ
IGFBP4,SZ
IGHG1,SZ
IGHG3,SZ
IGLV3-25,SZ
IGSF11,SZ
IGSF9B,SZ
IL10,SZ
IL10RA,SZ
IL12A,SZ
IL12B,SZ
IL15RA,SZ
IL17A,SZ
IL17C,SZ
IL17D,SZ
IL17F,SZ
IL18,SZ
IL18R1,SZ
IL18RAP,SZ
IL19,SZ
IL1A,SZ
IL1B,SZ
IL1R1,SZ
IL1R2,SZ
IL1RN,SZ
IL2,SZ
IL21,SZ
IL22,SZ
IL23A,SZ
IL27,SZ
IL2RA,SZ
IL2RB,SZ
IL2RG,SZ
IL3,SZ
IL33,SZ
IL3RA,SZ
IL4,SZ
IL6,SZ
IL6-AS1,SZ
IL6R,SZ
IL6ST,SZ
IL9,SZ
IL9R,SZ
IMMP2L,SZ
IMMT,SZ
IMPA2,SZ
INA,SZ
INHBA,SZ
INHCAP,SZ
INPP5A,SZ
INSIG2,SZ
INSR,SZ
INSRR,SZ
IP6K3,SZ
IPO5,SZ
IPO8,SZ
IPO9,SZ
IQCB1,SZ
IQCJ,SZ
IQGAP2,SZ
IRF3,SZ
ISG20,SZ
ISL1,SZ
ISM1,SZ
ISX,SZ
ISX-AS1,SZ
ITGA2B,SZ
ITGA8,SZ
ITGAM,SZ
ITGB1,SZ
ITGB3,SZ
ITGB4,SZ
ITGB5,SZ
ITIH1,SZ
ITIH3,SZ
ITIH4,SZ
ITSN2,SZ
JAG1,SZ
JAG2,SZ
JAKMIP3,SZ
JARID2,SZ
JMJD1C,SZ
JMJD7-PLA2G4B,SZ
JUN,SZ
KALRN,SZ
KAT2B,SZ
KAT5,SZ
KAT8,SZ
KATNAL2,SZ
KATNB1,SZ
KCNB1,SZ
KCNG2,SZ
KCNH1,SZ
KCNH2,SZ
KCNH6,SZ
KCNIP1,SZ
KCNIP1-OT1,SZ
KCNJ10,SZ
KCNJ3,SZ
KCNK5,SZ
KCNMB1,SZ
KCNMB2,SZ
KCNMB2-AS1,SZ
KCNN2,SZ
KCNN3,SZ
KCNQ1,SZ
KCNQ2,SZ
KCNQ3,SZ
KCNQ5,SZ
KCNS3,SZ
KCTD12,SZ
KCTD13,SZ
KCTD21,SZ
KCTD7,SZ
KDM1A,SZ
KDM2B,SZ
KDM3B,SZ
KDM4C,SZ
KDM5B,SZ
KDM5C,SZ
KDR,SZ
KIAA0319,SZ
KIAA0513,SZ
KIDINS220,SZ
KIF13A,SZ
KIF17,SZ
KIF21A,SZ
KIF2A,SZ
KIF3B,SZ
KIF5A,SZ
KIR3DL2,SZ
KIT,SZ
KL,SZ
KLC1,SZ
KLF12,SZ
KLF4,SZ
KLF5,SZ
KLF6,SZ
KLHL23,SZ
KLK8,SZ
KMO,SZ
KMT2A,SZ
KMT2C,SZ
KMT2E,SZ
KNG1,SZ
KPNA1,SZ
KPNA3,SZ
KREMEN1,SZ
KRIT1,SZ
KRT20,SZ
KRT7,SZ
KRT81,SZ
KRT83,SZ
KRT86,SZ
KSR2,SZ
KTN1,SZ
KYAT1,SZ
KYAT3,SZ
L1CAM,SZ
LAMA1,SZ
LAMA2,SZ
LAMC2,SZ
LAMP3,SZ
LAMTOR2,SZ
LANCL2,SZ
LARS2,SZ
LASP1,SZ
LAT,SZ
LBP,SZ
LCK,SZ
LCN1,SZ
LCN2,SZ
LCT,SZ
LECT2,SZ
LEMD2,SZ
LEP,SZ
LEPR,SZ
LETM2,SZ
LGALS1,SZ
LGALS3,SZ
LGR6,SZ
LHX2,SZ
LHX6,SZ
LIF,SZ
LIFR,SZ
LIFR-AS1,SZ
LIG4,SZ
LILRB1,SZ
LILRP2,SZ
LIN28B,SZ
LINC00240,SZ
LINC00243,SZ
LINC00271,SZ
LINC00273,SZ
LINC00303,SZ
LINC00339,SZ
LINC00457,SZ
LINC00461,SZ
LINC00498,SZ
LINC00499,SZ
LINC00606,SZ
LINC00637,SZ
LINC00701,SZ
LINC00898,SZ
LINC00922,SZ
LINC01004,SZ
LINC01149,SZ
LINC01194,SZ
LINC01239,SZ
LINC01317,SZ
LINC01360,SZ
LINC01470,SZ
LINC01539,SZ
LINC01583,SZ
LINC01592,SZ
LINC01635,SZ
LINC01672,SZ
LINC01830,SZ
LINC01876,SZ
LINC01877,SZ
LINC01884,SZ
LINC01905,SZ
LINC01917,SZ
LINC01930,SZ
LINC02033,SZ
LINC02055,SZ
LINC02057,SZ
LINC02109,SZ
LINC02188,SZ
LINC02210-CRHR1,SZ
LINC02232,SZ
LINC02246,SZ
LINC02264,SZ
LINC02267,SZ
LINC02326,SZ
LINC02346,SZ
LINC02360,SZ
LINC02466,SZ
LINC02511,SZ
LINC02551,SZ
LINC02571,SZ
LINC02694,SZ
LINC02730,SZ
LINC02797,SZ
LINC02822,SZ
LINC02829,SZ
LINGO1,SZ
LINGO2,SZ
LIPC,SZ
LIPC-AS1,SZ
LMAN2L,SZ
LMLN,SZ
LMNB2,SZ
LMO7,SZ
LMOD2,SZ
LMX1A,SZ
LMX1A-AS1,SZ
LMX1B,SZ
LNPEP,SZ
LOC100127955,SZ
LOC100128966,SZ
LOC100130701,SZ
LOC100287329,SZ
LOC100507291,SZ
LOC100507557,SZ
LOC101926934,SZ
LOC101927026,SZ
LOC101927078,SZ
LOC101927164,SZ
LOC101927502,SZ
LOC101927687,SZ
LOC101927870,SZ
LOC101927995,SZ
LOC101928055,SZ
LOC101928354,SZ
LOC101928663,SZ
LOC101928743,SZ
LOC101928847,SZ
LOC101928882,SZ
LOC101928937,SZ
LOC101928961,SZ
LOC101929006,SZ
LOC101929098,SZ
LOC101929200,SZ
LOC101929309,SZ
LOC101929384,SZ
LOC101929592,SZ
LOC102723342,SZ
LOC102723407,SZ
LOC102723914,SZ
LOC102724322,SZ
LOC102724334,SZ
LOC102724358,SZ
LOC102724467,SZ
LOC102724710,SZ
LOC102724793,SZ
LOC102724971,SZ
LOC102725148,SZ
LOC105369333,SZ
LOC105369501,SZ
LOC105369532,SZ
LOC105369944,SZ
LOC105370182,SZ
LOC105370345,SZ
LOC105370582,SZ
LOC105370603,SZ
LOC105370753,SZ
LOC105370878,SZ
LOC105370940,SZ
LOC105371077,SZ
LOC105371399,SZ
LOC105371427,SZ
LOC105371692,SZ
LOC105371720,SZ
LOC105371789,SZ
LOC105371858,SZ
LOC105372105,SZ
LOC105372125,SZ
LOC105372130,SZ
LOC105372131,SZ
LOC105372725,SZ
LOC105372864,SZ
LOC105373023,SZ
LOC105373038,SZ
LOC105373074,SZ
LOC105373119,SZ
LOC105373146,SZ
LOC105373170,SZ
LOC105373780,SZ
LOC105373781,SZ
LOC105373821,SZ
LOC105374069,SZ
LOC105374193,SZ
LOC105374249,SZ
LOC105374456,SZ
LOC105374524,SZ
LOC105374534,SZ
LOC105374591,SZ
LOC105374660,SZ
LOC105374690,SZ
LOC105374699,SZ
LOC105374703,SZ
LOC105374947,SZ
LOC105375050,SZ
LOC105375107,SZ
LOC105375142,SZ
LOC105375382,SZ
LOC105375435,SZ
LOC105375450,SZ
LOC105375451,SZ
LOC105375494,SZ
LOC105375629,SZ
LOC105375630,SZ
LOC105375631,SZ
LOC105375695,SZ
LOC105375716,SZ
LOC105375829,SZ
LOC105375951,SZ
