gene,class
USP9X,SZ
UTS2,SZ
UTS2R,SZ
UXS1,SZ
VAMP1,SZ
VAMP2,SZ
VAMP7,SZ
VAPB,SZ
VARS2,SZ
VAV3,SZ
VCAM1,SZ
VDR,SZ
VEGFA,SZ
VGF,SZ
VGLL4,SZ
VIM,SZ
VIP,SZ
VIPR2,SZ
VLDLR,SZ
VN1R17P,SZ
VPS35,SZ
VPS39,SZ
VPS45,SZ
VPS51,SZ
VRK1,SZ
VRK2,SZ
VSIG2,SZ
VSIR,SZ
VSNL1,SZ
VSX1,SZ
VWC2L,SZ
VWF,SZ
WAS,SZ
WASF1,SZ
WASF2,SZ
WASH6P,SZ
WASHC1,SZ
WBP1L,SZ
WDHD1,SZ
WDR1,SZ
WDR11,SZ
WDR12,SZ
WDR3,SZ
WDR60,SZ
WHRN,SZ
WNK3,SZ
WNK4,SZ
WNT1,SZ
WNT2,SZ
WNT3,SZ
WNT7A,SZ
WRAP53,SZ
WWC1,SZ
XBP1,SZ
XKR6,SZ
XPC,SZ
XPR1,SZ
XRCC1,SZ
XRCC3,SZ
XRCC4,SZ
YTHDF3,SZ
YWHAB,SZ
YWHAE,SZ
YWHAG,SZ
YWHAH,SZ
YWHAZ,SZ
YWHAZP5,SZ
YY1,SZ
ZBED4,SZ
ZBED9,SZ
ZBP1,SZ
ZBTB20,SZ
ZBTB42,SZ
ZCCHC14,SZ
ZDHHC2,SZ
ZDHHC8,SZ
ZDHHC9,SZ
ZEB1,SZ
ZEB2,SZ
ZFAND2B,SZ
ZFAND6,SZ
ZFP57,SZ
ZFP91-CNTF,SZ
ZFPM2,SZ
ZIC2,SZ
ZKSCAN3,SZ
ZKSCAN4,SZ
ZMYM3,SZ
ZMYND11,SZ
ZNF184,SZ
ZNF318,SZ
ZNF365,SZ
ZNF385B,SZ
ZNF45,SZ
ZNF480,SZ
ZNF521,SZ
ZNF530,SZ
ZNF536,SZ
ZNF565,SZ
ZNF569,SZ
ZNF615,SZ
ZNF638,SZ
ZNF664,SZ
ZNF664-RFLNA,SZ
ZNF729,SZ
ZNF74,SZ
ZNF740,SZ
ZNF750,SZ
ZNF804A,SZ
ZNF823,SZ
ZNF93,SZ
ZNRD1,SZ
ZRANB2,SZ
ZSCAN12,SZ
ZSCAN16-AS1,SZ
ZSCAN23,SZ
ZSCAN31,SZ
ZSCAN9,SZ
ZSWIM6,SZ
ABO,OCD
ACACA,OCD
ACAN,OCD
ACTB,OCD
ADCK1,OCD
AKAP13,OCD
AQP6,OCD
ARFGEF1,OCD
ARFGEF2,OCD
ARID2,OCD
ARVCF,OCD
ATP6V1G2,OCD
ATP6V1G2-DDX39B,OCD
BDNF,OCD
BDNF-AS,OCD
BMS1,OCD
BTBD9,OCD
C9orf72,OCD
CACNA1C,OCD
CARMIL1,OCD
CAV3,OCD
CCKBR,OCD
CCL2,OCD
CCT6A,OCD
CDH2,OCD
CDH9,OCD
CHPT1,OCD
CLA3,OCD
CNR1,OCD
CNTNAP2,OCD
COMT,OCD
COX8A,OCD
CUX1,OCD
CXCL8,OCD
CYP19A1,OCD
CYP2C19,OCD
CYP2D6,OCD
DGKD,OCD
DHDDS,OCD
DISP1,OCD
DLG4,OCD
DLGAP1,OCD
DLGAP3,OCD
DNASE1L3,OCD
DNM3,OCD
DRD1,OCD
DRD2,OCD
DRD3,OCD
DRD4,OCD
EBPL,OCD
EFNA5,OCD
ELK3,OCD
EPHB2,OCD
ERCC2,OCD
ESR1,OCD
ESR2,OCD
FCGR3A,OCD
FCGR3B,OCD
FGFR3,OCD
FKBP5,OCD
FOS,OCD
FRAXE,OCD
GABBR1,OCD
GABRG2,OCD
GAD2,OCD
GAPDH,OCD
GATA3,OCD
GCH1,OCD
GDNF,OCD
GJB2,OCD
GOLGA8A,OCD
GPR135,OCD
GRIA3,OCD
GRIK2,OCD
GRIK3,OCD
GRIN2B,OCD
GRM5,OCD
GRN,OCD
GTS,OCD
HCN4,OCD
HLA-DRB1,OCD
HOXB8,OCD
HTR1A,OCD
HTR1B,OCD
HTR1D,OCD
HTR2A,OCD
HTR2B,OCD
HTR2C,OCD
HTR3A,OCD
HTR3B,OCD
HTR3C,OCD
HTR3D,OCD
HTR3E,OCD
HTR3E-AS1,OCD
HTT,OCD
IFNG,OCD
IGF1,OCD
IGKC,OCD
IL17A,OCD
IL1A,OCD
IL1B,OCD
IL6,OCD
KDM4C,OCD
KIF22,OCD
KRT7,OCD
LCT,OCD
LINC02395,OCD
LMX1A,OCD
LOC105370269,OCD
LOC105371720,OCD
LOC105374249,OCD
LOC105377864,OCD
LOC107985505,OCD
LOC110806262,OCD
LOC112267857,OCD
LRP2,OCD
LTBP3,OCD
MAOA,OCD
MAP6,OCD
MAPK1,OCD
MCF2L,OCD
MECP2,OCD
MEIS2,OCD
MIR4761,OCD
MIR485,OCD
MOG,OCD
MTHFR,OCD
NECTIN1,OCD
NFKBIL1,OCD
NOS1,OCD
NOS1AP,OCD
NPS,OCD
NPSR1,OCD
NPSR1-AS1,OCD
NPY,OCD
NTF3,OCD
NTRK2,OCD
NTRK3,OCD
OLIG1,OCD
OLIG2,OCD
OMD,OCD
OPN1SW,OCD
OPRM1,OCD
OR2AG1,OCD
OXTR,OCD
P2RX7,OCD
PBX1,OCD
PDE4D,OCD
PDLIM7,OCD
PGC,OCD
PHOBS,OCD
POU1F1,OCD
PPIG,OCD
PPP1R9B,OCD
PRDX5,OCD
PYCARD,OCD
RBM45,OCD
RYR3,OCD
SCLY,OCD
SCN3A,OCD
SETD1A,OCD
SGCE,OCD
SLC18A1,OCD
SLC1A1,OCD
SLC1A2,OCD
SLC1A3,OCD
SLC22A3,OCD
SLC6A3,OCD
SLC6A4,OCD
SLITRK1,OCD
SLITRK5,OCD
SPARC,OCD
SPATA6L,OCD
SPRED2,OCD
SRI,OCD
SRM,OCD
STIN2-VNTR,OCD
TAFA2,OCD
TAL1,OCD
THAS,OCD
TNF,OCD
TOR1A,OCD
TPH1,OCD
TPH2,OCD
TPSG1,OCD
TRPM7,OCD
TRRAP,OCD
TSPO,OCD
TXN,OCD
TXNRD2,OCD
TYMS,OCD
UCP2,OCD
A1CF,MDD
AANAT,MDD
ABCA13,MDD
ABCB1,MDD
ABCC1,MDD
ABI3BP,MDD
ABT1,MDD
ACACA,MDD
ACE,MDD
ACHE,MDD
ACKR3,MDD
ACP1,MDD
ACR,MDD
ACSM1,MDD
ACSM3,MDD
ACTG1P22,MDD
ADAMTS10,MDD
ADAMTS16,MDD
ADAMTS6,MDD
ADAR,MDD
ADARB1,MDD
ADCY3,MDD
ADCY5,MDD
ADCY7,MDD
ADCYAP1,MDD
ADCYAP1R1,MDD
ADGRE2,MDD
ADIPOQ,MDD
ADRA1A,MDD
ADRA2A,MDD
ADRA2B,MDD
ADRA2C,MDD
ADRB1,MDD
ADRB3,MDD
ADSL,MDD
AGBL4,MDD
AGT,MDD
AHR,MDD
AHSA1,MDD
AIMP2,MDD
AK9,MDD
AKAP8,MDD
AKT1,MDD
ALB,MDD
ALDH7A1,MDD
ALKBH5,MDD
ALOX5,MDD
ALX4,MDD
AMACR,MDD
AMBP,MDD
AMPD3,MDD
AMY1A,MDD
AMY1B,MDD
AMY1C,MDD
ANG,MDD
ANGPT2,MDD
ANK3,MDD
ANKK1,MDD
ANKRD19P,MDD
ANKRD27,MDD
ANO8,MDD
ANPEP,MDD
APAF1,MDD
APBB2,MDD
APOB,MDD
APOE,MDD
APRT,MDD
AQP4,MDD
AQP4-AS1,MDD
AR,MDD
AREL1,MDD
ARFGAP2,MDD
ARHGAP15,MDD
ARHGAP24,MDD
ARHGAP8,MDD
ARHGEF3,MDD
ARHGEF5,MDD
ARL5B,MDD
ARPP21,MDD
ARRB1,MDD
ARSA,MDD
ARSG,MDD
ARTN,MDD
ARVCF,MDD
AS3MT,MDD
ASIC2,MDD
ASIP,MDD
ASPA,MDD
ASPM,MDD
ASTN1,MDD
ASTN2,MDD
ATAD2B,MDD
ATF4P3,MDD
ATF7IP,MDD
ATG5,MDD
ATG7,MDD
ATP5MD,MDD
ATP5MG,MDD
ATP6V1B2,MDD
ATP7B,MDD
AUTS2,MDD
AVP,MDD
AVPR1B,MDD
B3GAT1,MDD
B3GLCT,MDD
BAG3,MDD
BAIAP2,MDD
BAZ1A,MDD
BBX,MDD
BCAR3,MDD
BCHE,MDD
BCL2,MDD
BCL9,MDD
BCR,MDD
BCS1L,MDD
BDKRB1,MDD
BDKRB2,MDD
BDNF,MDD
BDNF-AS,MDD
BECN1,MDD
BEND4,MDD
BGN,MDD
BHLHE40,MDD
BHLHE41,MDD
BICC1,MDD
BICRA,MDD
BMP1,MDD
BMP5,MDD
BMP7,MDD
BMS1,MDD
BORCS7-ASMT,MDD
BRD1,MDD
BRD2,MDD
BRINP3,MDD
BRPF1,MDD
BRS3,MDD
BTN2A1,MDD
BTN3A1,MDD
BTN3A2,MDD
BTNL8,MDD
C11orf49,MDD
C12orf42,MDD
C1QL1,MDD
C20orf181,MDD
C3,MDD
C4orf33,MDD
C5orf17,MDD
C6orf99,MDD
CACNA1C,MDD
CACNA1C-AS4,MDD
CACNA1C-IT3,MDD
CACNA1E,MDD
CACNA2D1,MDD
CACNB2,MDD
CACYBP,MDD
CAD,MDD
CALB2,MDD
CALCA,MDD
CAMK2A,MDD
CAMTA1,MDD
CAND1.11,MDD
CAPN15,MDD
CAPN2,MDD
CARF,MDD
CARM1P1,MDD
CARTPT,MDD
CASC22,MDD
CASP1,MDD
CAT,MDD
CAV3,MDD
CAVIN3,MDD
CBLIF,MDD
CBX5,MDD
CC2D1A,MDD
CCDC170,MDD
CCKAR,MDD
CCL11,MDD
CCL17,MDD
CCL2,MDD
CCL22,MDD
CCL24,MDD
CCN2,MDD
CCND1,MDD
CCS,MDD
CD14,MDD
CD160,MDD
CD34,MDD
CD5L,MDD
CD81,MDD
CDC42BPB,MDD
CDCA3,MDD
CDH4,MDD
CDH7,MDD
CDH8,MDD
CDH9,MDD
CDK5,MDD
CDK9,MDD
CDKN2A,MDD
CDKN2B-AS1,MDD
CDYL,MDD
CEBPZ,MDD
CECR,MDD
CELF4,MDD
CFB,MDD
CFH,MDD
CFP,MDD
CHAT,MDD
CHD7,MDD
CHI3L1,MDD
CHRM2,MDD
CHRM3,MDD
CHRNA4,MDD
CHRNA7,MDD
CHST9,MDD
CIT,MDD
CLOCK,MDD
CMYA5,MDD
CNNM2,MDD
CNP,MDD
CNR1,MDD
CNTF,MDD
CNTN3,MDD
CNTN5,MDD
CNTNAP1,MDD
CNTNAP2,MDD
CNTNAP5,MDD
COL22A1,MDD
COMMD3,MDD
COMT,MDD
COP1,MDD
COPD,MDD
CORT,MDD
COX2,MDD
COX5A,MDD
COX8A,MDD
CPOX,MDD
CPS1,MDD
CRB1,MDD
CREB1,MDD
CREB3L1,MDD
CREBBP,MDD
CREM,MDD
CRH,MDD
CRHBP,MDD
CRHR1,MDD
CRHR2,MDD
CRK,MDD
CRP,MDD
CRTAP,MDD
CRTC1,MDD
CRY1,MDD
CRY2,MDD
CRYBA1,MDD
CS,MDD
CSE1L,MDD
CSF2,MDD
CSF2RB,MDD
CSF3,MDD
CSMD1,MDD
CSMD2,MDD
CSNK1D,MDD
CSNK1E,MDD
CSNK1G1,MDD
CSTF3,MDD
CTLA4,MDD
CTNNA3,MDD
CTNND2,MDD
CTTNBP2,MDD
CUX1,MDD
CX3CL1,MDD
CXCL1,MDD
CXCL10,MDD
CXCL12,MDD
CXCL5,MDD
CXCL8,MDD
CXCR2,MDD
CXCR6,MDD
CYMP,MDD
CYP17A1,MDD
CYP19A1,MDD
CYP1A2,MDD
CYP21A2,MDD
CYP2C19,MDD
CYP2C9,MDD
CYP2D6,MDD
CYP7B1,MDD
DAG1,MDD
DAGLA,MDD
DAOA,MDD
DAOA-AS1,MDD
DBH,MDD
DCANP1,MDD
DCC,MDD
DCDC1,MDD
DCDC2,MDD
DCLK2,MDD
DDB2,MDD
DDC,MDD
DDIT4,MDD
DDO,MDD
DDT,MDD
DEAF1,MDD
DECR1,MDD
DEFA1,MDD
DEFA1B,MDD
DEFB1,MDD
DELEC1,MDD
DENND1A,MDD
DENND1B,MDD
DFFA,MDD
DGKG,MDD
DHH,MDD
DISC1,MDD
DLG2,MDD
DLG3,MDD
DLG4,MDD
DLX4,MDD
DMTF1,MDD
DNMT1,MDD
DNMT3B,MDD
DOCK4,MDD
DPP10,MDD
DPY19L3,MDD
DRD1,MDD
DRD2,MDD
DRD3,MDD
DRD4,MDD
DRD5,MDD
DSCAM,MDD
DSE,MDD
DST,MDD
DTNBP1,MDD
DUSP1,MDD
DVL3,MDD
EARS2,MDD
EBPL,MDD
ECD,MDD
ECT,MDD
EDEM1,MDD
EDN1,MDD
EDNRA,MDD
EGF,MDD
EGFLAM,MDD
EGFR,MDD
EGR1,MDD
EHD3,MDD
EIF4B,MDD
EIF4EBP1,MDD
EIF5B,MDD
ELAVL2,MDD
ELAVL4,MDD
ELK3,MDD
ELOVL5,MDD
EMCN,MDD
EMILIN3,MDD
EML1,MDD
EMP1,MDD
ENDOU,MDD
ENG,MDD
ENO2,MDD
ENOX1,MDD
ENPEP,MDD
EP300,MDD
EPHB1,MDD
EPHB2,MDD
EPHX2,MDD
EPO,MDD
ERBB2,MDD
ERBB3,MDD
ERBB4,MDD
ERC2,MDD
ERCC6L2,MDD
ERICH3,MDD
ESR1,MDD
ESR2,MDD
ESRRB,MDD
ESRRG,MDD
EXD2,MDD
EXOSC6,MDD
EYS,MDD
FAAH,MDD
FABP2,MDD
FADS1,MDD
FADS2,MDD
FAM120A,MDD
FAM13A,MDD
FAM172A,MDD
FAM214B,MDD
FAM222A,MDD
FAM222A-AS1,MDD
FAM228B,MDD
FAT1,MDD
FBN1,MDD
FBN2,MDD
FBXL4,MDD
FER1L6,MDD
FER1L6-AS2,MDD
FEZ1,MDD
FGF13,MDD
FGF2,MDD
FGF9,MDD
FGFR1,MDD
FGFR2,MDD
FHIT,MDD
FKBP4,MDD
FKBP5,MDD
FLAD1,MDD
FLOT1,MDD
FMR1,MDD
FMR1-IT1,MDD
FOS,MDD
FOSB,MDD
FOXD3,MDD
FOXP2,MDD
FRAXA,MDD
FREM3,MDD
FSTL4,MDD
FTO,MDD
FUS,MDD
FUT3,MDD
FYB1,MDD
GABBR1,MDD
GABBR2,MDD
GABPA,MDD
GABRA3,MDD
GABRA6,MDD
GAD1,MDD
GAD2,MDD
GAL,MDD
GALC,MDD
GALR1,MDD
GALR2,MDD
GALR3,MDD
GATA1,MDD
GATA3,MDD
GCH1,MDD
GCHFR,MDD
GDE1,MDD
GDNF,MDD
GFAP,MDD
GFER,MDD
GJA1,MDD
GLB1,MDD
GLRA3,MDD
GLS,MDD
GLT8D1,MDD
GLUL,MDD
GMIP,MDD
GMPR,MDD
GNAI3,MDD
GNB1L,MDD
GNB3,MDD
GNG12-AS1,MDD
GNL1,MDD
GNL3,MDD
GPER1,MDD
GPHN,MDD
GPI,MDD
GPM6A,MDD
GPR158,MDD
GPR42,MDD
GPR50,MDD
GPX1,MDD
GPX6,MDD
GRAP2,MDD
GRHL3,MDD
GRIA1,MDD
GRIA2,MDD
GRIA3,MDD
GRIA4,MDD
GRIK3,MDD
GRIK4,MDD
GRIN2A,MDD
GRIN2B,MDD
GRIP1,MDD
GRK2,MDD
GRK5,MDD
GRM2,MDD
GRM3,MDD
GRM4,MDD
GRM5,MDD
GRM7,MDD
GRM8,MDD
GRN,MDD
GRTP1,MDD
GSDME,MDD
GSK3B,MDD
H1-5,MDD
H19,MDD
H2AC11,MDD
H2AC13,MDD
H2AC15,MDD
H2AC16,MDD
H2AC17,MDD
H2BC15,MDD
H3P7,MDD
HACD3,MDD
HAT1,MDD
HCG15,MDD
HCG20,MDD
HCG21,MDD
HCG9,MDD
HCLS1,MDD
HCN1,MDD
HCRT,MDD
HCRTR1,MDD
HCRTR2,MDD
HDAC2,MDD
HDAC5,MDD
HECTD4,MDD
HHIP,MDD
HIF1A,MDD
HLA-A,MDD
HLA-B,MDD
HLA-DMB,MDD
HLA-DQB1,MDD
HLA-DQB1-AS1,MDD
HLF,MDD
HNF4A,MDD
HOMER1,MDD
HP,MDD
HPGDS,MDD
HPSE,MDD
HPT,MDD
HRC,MDD
HSD11B1,MDD
HSD3B2,MDD
HSP90AA1,MDD
HSP90B1,MDD
HSPA12A,MDD
HSPA14,MDD
HSPA1A,MDD
HSPA1B,MDD
HSPA1L,MDD
HSPA4,MDD
HSPA5,MDD
HSPD1,MDD
HTR1A,MDD
HTR1B,MDD
HTR1F,MDD
HTR2A,MDD
HTR2C,MDD
HTR3A,MDD
HTR3B,MDD
HTR4,MDD
HTR5A,MDD
HTR5A-AS1,MDD
HTR6,MDD
HTT,MDD
IDO1,MDD
IER3,MDD
IFI44L,MDD
IFI6,MDD
IFIT3,MDD
IFNA1,MDD
IFNA13,MDD
IFNG,MDD
IFNL3,MDD
IGF1,MDD
IGF1R,MDD
IGFBP1,MDD
IGFBP2,MDD
IGFBP7,MDD
IGFBPL1,MDD
IGLV10-54,MDD
IGSF9B,MDD
IKBKE,MDD
IL10,MDD
IL11,MDD
IL12A-AS1,MDD
IL13,MDD
IL17A,MDD
IL18,MDD
IL19,MDD
IL1A,MDD
IL1B,MDD
IL1R1,MDD
IL1R2,MDD
IL1RN,MDD
IL2,MDD
IL20,MDD
IL24,MDD
IL2RA,MDD
IL2RB,MDD
IL33,MDD
IL34,MDD
IL4,MDD
IL6,MDD
IL6-AS1,MDD
IL6R,MDD
IL7,MDD
INMT,MDD
INSR,MDD
IRAK3,MDD
IRF7,MDD
ISG15,MDD
ISG20,MDD
ITGA11,MDD
ITGB5,MDD
ITIH1,MDD
ITIH3,MDD
JUN,MDD
JUNB,MDD
JUND,MDD
KALRN,MDD
KANK2,MDD
KANSL1,MDD
KAZN,MDD
KCNB1,MDD
KCNG2,MDD
KCNK10,MDD
KCNK2,MDD
KCNK9,MDD
KCNMB2,MDD
KCNQ5,MDD
KDM4A,MDD
KDR,MDD
KEAP1,MDD
KHSRP,MDD
KIAA1109,MDD
KIDINS220,MDD
KL,MDD
KLC1,MDD
KLF11,MDD
KLF12,MDD
KLHDC8B,MDD
KLHL23,MDD
KLHL29,MDD
KLRG1,MDD
KMO,MDD
KMT2A,MDD
KPNA3,MDD
KRBA1,MDD
KSR2,MDD
KYAT1,MDD
KYAT3,MDD
KYNU,MDD
L3MBTL2,MDD
L3MBTL2-AS1,MDD
LAMC2,MDD
LARGE1,MDD
LBP,MDD
LDHA,MDD
LEP,MDD
LHPP,MDD
LIG4,MDD
LILRA1,MDD
LIN28B,MDD
LIN28B-AS1,MDD
LINC00240,MDD
LINC00273,MDD
LINC00461,MDD
LINC00578,MDD
LINC00705,MDD
LINC01014,MDD
LINC01108,MDD
LINC01122,MDD
LINC01392,MDD
LINC01465,MDD
LINC01568,MDD
LINC01592,MDD
LINC01618,MDD
LINC01645,MDD
LINC01876,MDD
LINC01938,MDD
LINC02040,MDD
LINC02107,MDD
LINC02119,MDD
LINC02153,MDD
LINC02210-CRHR1,MDD
LINC02240,MDD
LINC02569,MDD
LINC02605,MDD
LINC02627,MDD
LINC02694,MDD
LINC02699,MDD
LINC02758,MDD
LINC02797,MDD
LINC02815,MDD
LINC02824,MDD
LINGO1,MDD
LINGO2,MDD
LMOD1,MDD
LMX1B,MDD
LOC100131626,MDD
LOC100288866,MDD
LOC100996447,MDD
LOC101926953,MDD
LOC101927026,MDD
LOC101927421,MDD
LOC101927814,MDD
LOC101927825,MDD
LOC101927995,MDD
LOC101929006,MDD
LOC101929200,MDD
LOC101929309,MDD
LOC105369501,MDD
LOC105369562,MDD
LOC105370032,MDD
LOC105370249,MDD
LOC105370469,MDD
LOC105370550,MDD
LOC105370753,MDD
LOC105371261,MDD
LOC105371490,MDD
LOC105371720,MDD
LOC105371800,MDD
LOC105372112,MDD
LOC105372125,MDD
LOC105372130,MDD
LOC105372169,MDD
LOC105372174,MDD
LOC105372356,MDD
LOC105372358,MDD
LOC105372649,MDD
LOC105373042,MDD
LOC105373062,MDD
LOC105373718,MDD
LOC105374054,MDD
LOC105374328,MDD
LOC105374455,MDD
LOC105374552,MDD
LOC105374732,MDD
LOC105374845,MDD
LOC105375001,MDD
LOC105375005,MDD
LOC105375219,MDD
LOC105375220,MDD
LOC105375313,MDD
LOC105375382,MDD
LOC105375501,MDD
LOC105375630,MDD
LOC105375695,MDD
LOC105375974,MDD
LOC105375983,MDD
LOC105376009,MDD
LOC105376032,MDD
LOC105376345,MDD
LOC105376373,MDD
LOC105376374,MDD
LOC105376375,MDD
LOC105376611,MDD
LOC105376934,MDD
LOC105376972,MDD
LOC105377013,MDD
LOC105377127,MDD
LOC105377628,MDD
LOC105377632,MDD
LOC105377684,MDD
LOC105377703,MDD
LOC105377864,MDD
LOC105377929,MDD
LOC105378797,MDD
LOC105378800,MDD
LOC105378841,MDD
LOC105379109,MDD
LOC105379641,MDD
LOC107984041,MDD
LOC107984113,MDD
LOC107984197,MDD
LOC107984265,MDD
LOC107984343,MDD
LOC107984363,MDD
LOC107984419,MDD
LOC107984527,MDD
LOC107984536,MDD
LOC107984941,MDD
LOC107985028,MDD
LOC107985554,MDD
LOC107985969,MDD
LOC107986022,MDD
LOC107986119,MDD
LOC107986273,MDD
LOC107986321,MDD
LOC107986777,MDD
LOC107986780,MDD
LOC107986837,MDD
LOC107987122,MDD
LOC107987479,MDD
LOC110806262,MDD
LOC112267956,MDD
LOC112268294,MDD
LOC112268471,MDD
LOC158435,MDD
LOC339975,MDD
LOC349160,MDD
LOC400684,MDD
LOC643542,MDD
LPAR2,MDD
LPGAT1,MDD
LRFN5,MDD
LRP1,MDD
LRP2,MDD
LRP8,MDD
LRRC37A2,MDD
LSAMP,MDD
LTA,MDD
LTBP3,MDD
LYG2,MDD
LYZL4,MDD
M6PR,MDD
MAB21L4,MDD
MAD1L1,MDD
MAG,MDD
MALAT1,MDD
MANCR,MDD
MAOA,MDD
MAOB,MDD
MAP2,MDD
MAP2K1,MDD
MAP4K2,MDD
MAPK1,MDD
MAPK14,MDD
MAPK3,MDD
MAPK8,MDD
MAPKAP1,MDD
MAPT,MDD
MAPT-AS1,MDD
MARS1,MDD
MBD2,MDD
MC1R,MDD
MCF2L,MDD
MCM9,MDD
MCTP2,MDD
MDD1,MDD
MDD2,MDD
MDGA1,MDD
MDM4,MDD
MECP2,MDD
MED12,MDD
MEF2C,MDD
MEF2C-AS2,MDD
MEN1,MDD
MET,MDD
METTL21A,MDD
METTL3,MDD
METTL9,MDD
MFAP1,MDD
MGAM,MDD
MGAT4B,MDD
MICAL1,MDD
MICB,MDD
MIF,MDD
MIR1202,MDD
MIR1281,MDD
MIR1289-2,MDD
MIR132,MDD
MIR137,MDD
MIR137HG,MDD
MIR149,MDD
MIR155,MDD
MIR183,MDD
MIR184,MDD
MIR185,MDD
MIR21,MDD
MIR212,MDD
MIR221,MDD
MIR26B,MDD
MIR30E,MDD
MIR34A,MDD
MIR34B,MDD
MIR34C,MDD
MIR4761,MDD
MIR5193,MDD
MIR6165,MDD
MIR6529,MDD
MIR664A,MDD
MIR924HG,MDD
MIRLET7B,MDD
MIRLET7C,MDD
MIRLET7I,MDD
MIXL1,MDD
MLRL,MDD
MMP7,MDD
MMP8,MDD
MOCOS,MDD
MOG,MDD
MORC1,MDD
MPO,MDD
MPP6,MDD
MRPL48,MDD
MSH3,MDD
MSRA,MDD
MT2A,MDD
MTCO2P12,MDD
MTERF2,MDD
MTERF4,MDD
MTHFR,MDD
MTMR12,MDD
MTND2P23,MDD
MTNR1B,MDD
MTOR,MDD
MTR,MDD
MUC21,MDD
MUC5B,MDD
MUCL3,MDD
MUSK,MDD
MYCT1,MDD
MYNN,MDD
MYO10,MDD
MYO1H,MDD
MYOSLID,MDD
MYRF,MDD
MYT1L,MDD
NANOS3,MDD
NAT8L,MDD
NAV3,MDD
NBAS,MDD
NCALD,MDD
NCAM1,MDD
NCAM1-AS1,MDD
NCAN,MDD
NCOA5,MDD
NCS1,MDD
ND4,MDD
NDST3,MDD
NDUFA6-DT,MDD
NDUFV1,MDD
NDUFV2,MDD
NEFL,MDD
NEGR1,MDD
NEK4,MDD
NELL1,MDD
NFE2L2,MDD
NGF,MDD
NGFR,MDD
NISCH,MDD
NLGN2,MDD
NLK,MDD
NLRP3,MDD
NOP53,MDD
NOS1,MDD
NOS3,MDD
NOTCH1,MDD
NOX1,MDD
NPAS2,MDD
NPAS3,MDD
NPPC,MDD
NPY,MDD
NPY2R,MDD
NQO1,MDD
NR1D1,MDD
NR1H2,MDD
NR1H3,MDD
NR3C1,MDD
NR3C2,MDD
NR4A1,MDD
NR4A2,MDD
NRDC,MDD
NRG1,MDD
NRG3,MDD
NRGN,MDD
NRP1,MDD
NT5C2,MDD
NTF3,MDD
NTM,MDD
NTRK2,MDD
NTRK3,MDD
NTSR1,MDD
NUCB2,MDD
NUP160,MDD
NUP98,MDD
NVL,MDD
OAS2,MDD
OGG1,MDD
OGN,MDD
OLFM4,MDD
OLIG1,MDD
OPA1,MDD
OPCML,MDD
OPN1SW,MDD
OPN4,MDD
OPRK1,MDD
OPRM1,MDD
OR12D3,MDD
OR2T12,MDD
OR5V1,MDD
ORAI1,MDD
OSTM1,MDD
OSTM1-AS1,MDD
OTUD7A,MDD
OXT,MDD
OXTR,MDD
P2RX1,MDD
P2RX2,MDD
P2RX3,MDD
P2RX4,MDD
P2RX5,MDD
P2RX5-TAX1BP3,MDD
P2RX6,MDD
P2RX7,MDD
P2RY1,MDD
P2RY2,MDD
PAEP,MDD
PAFAH1B1,MDD
PAM,MDD
PANK2,MDD
PARP14,MDD
PARP15,MDD
PATZ1,MDD
PAUPAR,MDD
PAWR,MDD
PAX5,MDD
PAX6-AS1,MDD
PBRM1,MDD
PCAT29,MDD
PCDH15,MDD
PCDH9,MDD
PCDHA1,MDD
PCDHA2,MDD
PCDHA3,MDD
PCDHA4,MDD
PCDHA5,MDD
PCDHA6,MDD
PCDHA7,MDD
PCLO,MDD
PCMTD1,MDD
PCNT,MDD
PDE11A,MDD
PDE1A,MDD
PDE4A,MDD
PDE4B,MDD
PDE8A,MDD
PDE9A,MDD
PDGFC,MDD
PDIA3,MDD
PDLIM5,MDD
PDLIM7,MDD
PDYN,MDD
PDZD2,MDD
PEA15,MDD
PEBP1,MDD
PER3,MDD
PEX19,MDD
PEX5L,MDD
PFKFB3,MDD
PGBD4,MDD
PGC,MDD
PGF,MDD
PGPEP1,MDD
PHACTR1,MDD
PHF2,MDD
PHF21B,MDD
PHF3,MDD
PHOBS,MDD
PINK1,MDD
PIPOX,MDD
PKLR,MDD
PLA2G1B,MDD
PLA2G2A,MDD
PLA2G4A,MDD
PLAT,MDD
PLAU,MDD
PLB1,MDD
PLCB1,MDD
PLCB4,MDD
PLCG1,MDD
PLCL2,MDD
PLEK2,MDD
PLEKHM1,MDD
PLG,MDD
PLP1,MDD
PLPP5,MDD
PLXNA3,MDD
POLDIP2,MDD
POM121L2,MDD
POMC,MDD
PON1,MDD
POU3F1,MDD
POU5F2,MDD
PPARG,MDD
PPARGC1A,MDD
PPP1R2C,MDD
PPP1R9B,MDD
PPP4R3A,MDD
PRCP,MDD
PRIMA1,MDD
PRKAR1A,MDD
PRKCB,MDD
PRKCD,MDD
PRKCG,MDD
PRL,MDD
PRNP,MDD
PROK2,MDD
PROKR2,MDD
PROM1,MDD
PRR16,MDD
PRR5-ARHGAP8,MDD
PRRC2A,MDD
PRS,MDD
PSIP1,MDD
PSMA2,MDD
PSMA7,MDD
PSMB4,MDD
PSMD13,MDD
PSMD9,MDD
PSORS1C1,MDD
PSORS1C2,MDD
PSORS1C3,MDD
PTGDS,MDD
PTGER3,MDD
